Cell ID,Plate name,Brain area,Sample name,Reverse transcription date,Reverse transcription thermal block,TSO freeze thaw cycles,Pre PCR delay days,cDNA ampure beads purification date,cDNA concentration measurement date,Library prep date,Library PCR thermal block,Index kit used,Pool name,Type
X145F3_S118,145,Cortex,2C,13.10.2016,3,1,0,26.10.2016,9.11.2016,23.11.2016-2,1,B,D,AST2
X145F5_S134,145,Cortex,2C,13.10.2016,3,1,0,26.10.2016,9.11.2016,23.11.2016-2,1,B,D,AST3
X145F6_S142,145,Cortex,2C,13.10.2016,3,1,0,26.10.2016,9.11.2016,23.11.2016-2,1,B,D,AST2
X145F7_S150,145,Cortex,2C,13.10.2016,3,1,0,26.10.2016,9.11.2016,23.11.2016-2,1,B,D,AST1
X145F8_S158,145,Cortex,2C,13.10.2016,3,1,0,26.10.2016,9.11.2016,23.11.2016-2,1,B,D,AST1
X145F9_S166,145,Cortex,2C,13.10.2016,3,1,0,26.10.2016,9.11.2016,23.11.2016-2,1,B,D,AST3
X145G10_S175,145,Cortex,2C,13.10.2016,3,1,0,26.10.2016,9.11.2016,23.11.2016-2,1,B,D,AST2
X145G11_S183,145,Cortex,2C,13.10.2016,3,1,0,26.10.2016,9.11.2016,23.11.2016-2,1,B,D,Mural
X145G2_S111,145,Cortex,2C,13.10.2016,3,1,0,26.10.2016,9.11.2016,23.11.2016-2,1,B,D,AST2
X145G3_S119,145,Cortex,2C,13.10.2016,3,1,0,26.10.2016,9.11.2016,23.11.2016-2,1,B,D,AST2
X145G5_S135,145,Cortex,2C,13.10.2016,3,1,0,26.10.2016,9.11.2016,23.11.2016-2,1,B,D,AST3
X145G6_S143,145,Cortex,2C,13.10.2016,3,1,0,26.10.2016,9.11.2016,23.11.2016-2,1,B,D,AST3
X145G7_S151,145,Cortex,2C,13.10.2016,3,1,0,26.10.2016,9.11.2016,23.11.2016-2,1,B,D,AST3
X145G8_S159,145,Cortex,2C,13.10.2016,3,1,0,26.10.2016,9.11.2016,23.11.2016-2,1,B,D,AST2
X145H1_S104,145,Cortex,2C,13.10.2016,3,1,0,26.10.2016,9.11.2016,23.11.2016-2,1,B,D,AST3
X145H4_S128,145,Cortex,2C,13.10.2016,3,1,0,26.10.2016,9.11.2016,23.11.2016-2,1,B,D,AST1
X145H6_S144,145,Cortex,2C,13.10.2016,3,1,0,26.10.2016,9.11.2016,23.11.2016-2,1,B,D,AST1
X145H8_S160,145,Cortex,2C,13.10.2016,3,1,0,26.10.2016,9.11.2016,23.11.2016-2,1,B,D,AST3
X145H9_S168,145,Cortex,2C,13.10.2016,3,1,0,26.10.2016,9.11.2016,23.11.2016-2,1,B,D,AST2
X148A10_S361,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST3
X148A11_S369,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148A12_S377,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148A1_S289,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST3
X148A2_S297,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST3
X148A3_S305,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,Neuronal
X148A7_S337,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148A9_S353,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148B10_S362,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148B11_S370,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST3
X148B12_S378,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148B1_S290,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,Mural
X148B2_S298,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148B3_S306,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148B4_S314,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148B7_S338,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148B8_S346,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148C10_S363,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST4
X148C11_S371,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST2
X148C12_S379,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148C2_S299,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,Endothelial
X148C3_S307,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148C4_S315,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST4
X148C5_S323,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148C7_S339,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148D10_S364,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148D11_S372,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST3
X148D12_S380,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148D1_S292,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148D3_S308,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148D6_S332,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148D7_S340,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST3
X148D8_S348,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148D9_S356,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,Neuronal
X148E10_S365,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST2
X148E11_S373,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST4
X148E1_S293,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148E2_S301,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST4
X148E5_S325,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148E6_S333,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST3
X148E7_S341,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148E8_S349,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,Endothelial
X148E9_S357,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148F1_S294,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,Mural
X148F2_S302,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,Endothelial
X148F3_S310,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST3
X148F5_S326,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148F6_S334,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148F7_S342,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148F8_S350,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,Mural
X148G10_S367,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST2
X148G1_S295,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,Mural
X148G2_S303,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148G3_S311,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148G4_S319,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148G6_S335,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST3
X148G8_S351,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST3
X148G9_S359,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148H10_S368,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST3
X148H11_S376,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148H2_S304,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST4
X148H4_S320,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X148H9_S360,148,Hippocampus,2H,12.10.2016,1,1,0,24.10.2016,16.11.2016,23.11.2016-4,2,C,F,AST1
X155A11_S81,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155A12_S89,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST3
X155A3_S17,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST1
X155A4_S25,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST3
X155A5_S33,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST3
X155A6_S41,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155A7_S49,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155A8_S57,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155A9_S65,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155B10_S74,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST1
X155B11_S82,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155B12_S90,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155B1_S2,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST3
X155B2_S10,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155B3_S18,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155B4_S26,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST1
X155B5_S34,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST3
X155B6_S42,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155B7_S50,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155B9_S66,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155C12_S91,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155C1_S3,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155C2_S11,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155C3_S19,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST3
X155C4_S27,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155C5_S35,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,Mural
X155C6_S43,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155C7_S51,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155C9_S67,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155D10_S76,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155D11_S84,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST1
X155D12_S92,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST3
X155D2_S12,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST3
X155D3_S20,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155D4_S28,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST3
X155D5_S36,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155D7_S52,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155D8_S60,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST3
X155D9_S68,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155E10_S77,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155E11_S85,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST1
X155E12_S93,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,Mural
X155E2_S13,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155E4_S29,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155E5_S37,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155E6_S45,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155E7_S53,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155E8_S61,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155E9_S69,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST3
X155F11_S86,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST1
X155F1_S6,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST3
X155F2_S14,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155F3_S22,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST3
X155F4_S30,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155F5_S38,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,(none)
X155F6_S46,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST3
X155F7_S54,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155F8_S62,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155F9_S70,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST3
X155G10_S79,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST3
X155G1_S7,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155G2_S15,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST3
X155G3_S23,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST3
X155G4_S31,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST3
X155G5_S39,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST3
X155G7_S55,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST1
X155G8_S63,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155G9_S71,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST1
X155H10_S80,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST3
X155H11_S88,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155H2_S16,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST3
X155H3_S24,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST3
X155H4_S32,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155H5_S40,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST3
X155H6_S48,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155H7_S56,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X155H9_S72,155,Cortex,2C,10.10.2016,2,0,0,24.10.2016,9.11.2016,25.11.2016,1,D,G,AST2
X158A10_S361,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST3
X158A11_S369,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158A1_S289,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST3
X158A3_S305,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158A4_S313,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158A5_S321,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158A6_S329,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158A7_S337,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158A9_S353,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST4
X158B1_S290,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158B2_S298,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158B4_S314,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,Mural
X158B5_S322,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST3
X158B6_S330,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST2
X158B8_S346,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158C11_S371,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,Mural
X158C12_S379,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158C3_S307,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158C4_S315,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST3
X158C5_S323,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,Mural
X158C6_S331,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST2
X158C7_S339,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,Mural
X158C8_S347,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158C9_S355,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST3
X158D11_S372,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158D2_S300,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158D3_S308,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST3
X158D4_S316,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158D5_S324,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,Mural
X158D7_S340,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,(none)
X158D8_S348,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,Mural
X158E12_S381,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158E3_S309,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158E4_S317,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158E6_S333,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158E7_S341,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158E9_S357,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST3
X158F10_S366,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158F11_S374,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158F1_S294,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST3
X158F2_S302,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,Microglial
X158F3_S310,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158F6_S334,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158F7_S342,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST3
X158F8_S350,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,Neuronal
X158F9_S358,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158G11_S375,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158G1_S295,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,Endothelial
X158G2_S303,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,Mural
X158G3_S311,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST3
X158G5_S327,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158G6_S335,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158G7_S343,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158G9_S359,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158H10_S368,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST1
X158H11_S376,158,Hippocampus,2H,14.10.2016,2,0,0,26.10.2016,16.11.2016,22.11.2016-3,2,B,B,AST4
